Vehicle Type,Brand,Model,Year,Range (km),Top Speed (km/h)
Scooter,Hero Electric,Optima,2021,274,108
Bike,Revolt Motors,RV400,2020,460,167
Bike,PURE EV,eTryst 350,2022,240,69
Bike,Ultraviolette,F77,2021,472,108
Bike,Tork Motors,Kratos,2020,397,125
Scooter,TVS,iQube,2020,336,105
Bike,Ultraviolette,F77,2020,403,109
Scooter,Ather,450X,2020,207,80
Bike,Ultraviolette,F77,2021,120,148
Bike,Revolt Motors,RV400,2021,147,64
Scooter,Bajaj,Chetak,2021,498,143
Bike,Tork Motors,Kratos,2022,223,70
Bike,PURE EV,eTryst 350,2021,124,80
Scooter,Ola Electric,S1 Pro,2020,183,68
Car,BYD,Atto 3,2022,474,121
Bike,Revolt Motors,RV400,2022,97,107
Bike,Tork Motors,Kratos,2022,466,82
Bike,Tork Motors,Kratos,2019,311,104
Car,MG,ZS EV,2020,344,150
Scooter,Bajaj,Chetak,2021,192,72
Bike,Tork Motors,Kratos,2019,400,109
Car,BYD,Atto 3,2023,453,134
Scooter,Ather,450X,2022,232,141
Scooter,Ather,450X,2019,396,161
Bike,PURE EV,eTryst 350,2022,151,168
Car,BYD,Atto 3,2021,270,131
Scooter,Hero Electric,Optima,2020,337,103
Bike,Oben Electric,Rorr,2022,306,140
Bike,Oben Electric,Rorr,2019,367,100
Car,Mahindra,eVerito,2023,470,85
Scooter,Ather,450X,2022,160,172
Car,BYD,Atto 3,2022,334,114
Bike,Tork Motors,Kratos,2021,292,102
Scooter,TVS,iQube,2021,456,126
Car,Tata Motors,Nexon EV,2020,261,99
Car,Mahindra,eVerito,2023,93,96
Scooter,TVS,iQube,2021,264,130
Car,MG,ZS EV,2022,276,151
Car,Hyundai,Kona Electric,2020,184,124
Car,Tata Motors,Nexon EV,2023,164,130
Bike,PURE EV,eTryst 350,2023,381,144
Car,Mahindra,eVerito,2020,232,133
Scooter,Ola Electric,S1 Pro,2022,479,166
Scooter,Ather,450X,2019,425,118
Bike,PURE EV,eTryst 350,2023,359,61
Scooter,Hero Electric,Optima,2022,363,96
Bike,Revolt Motors,RV400,2019,457,160
Scooter,Bajaj,Chetak,2019,384,164
Bike,Ultraviolette,F77,2022,458,101
Scooter,Ola Electric,S1 Pro,2019,143,94
Scooter,Bajaj,Chetak,2021,328,119
Car,Hyundai,Kona Electric,2019,429,135
Car,Hyundai,Kona Electric,2020,492,145
Bike,Oben Electric,Rorr,2023,434,124
Car,Hyundai,Kona Electric,2019,156,110
Bike,Tork Motors,Kratos,2021,245,119
Bike,Ultraviolette,F77,2021,344,100
Scooter,Ola Electric,S1 Pro,2021,223,129
Bike,Revolt Motors,RV400,2021,419,89
Bike,Ultraviolette,F77,2021,372,137
Scooter,Hero Electric,Optima,2020,330,148
Scooter,Ola Electric,S1 Pro,2022,189,172
Bike,PURE EV,eTryst 350,2023,437,172
Car,Tata Motors,Nexon EV,2019,414,62
Scooter,Ather,450X,2021,101,180
Car,Mahindra,eVerito,2023,265,135
Scooter,TVS,iQube,2019,370,79
Scooter,Ather,450X,2023,77,135
Scooter,Hero Electric,Optima,2019,139,136
Bike,Tork Motors,Kratos,2023,88,170
Scooter,Hero Electric,Optima,2021,304,116
Car,Tata Motors,Nexon EV,2022,239,72
Scooter,Ola Electric,S1 Pro,2020,253,67
Scooter,Bajaj,Chetak,2022,281,93
Car,Tata Motors,Nexon EV,2021,321,157
Car,Hyundai,Kona Electric,2023,310,61
Bike,PURE EV,eTryst 350,2022,388,157
Scooter,TVS,iQube,2020,121,170
Bike,Revolt Motors,RV400,2022,413,85
Bike,Oben Electric,Rorr,2022,233,102
Bike,Tork Motors,Kratos,2021,364,106
Car,Hyundai,Kona Electric,2023,192,74
Car,Tata Motors,Nexon EV,2020,251,133
Scooter,Bajaj,Chetak,2019,98,137
Car,BYD,Atto 3,2021,415,67
Scooter,Bajaj,Chetak,2023,410,145
Car,MG,ZS EV,2023,151,69
Bike,PURE EV,eTryst 350,2021,315,107
Scooter,TVS,iQube,2023,355,138
Car,Mahindra,eVerito,2020,330,108
Bike,Oben Electric,Rorr,2023,264,169
Car,Tata Motors,Nexon EV,2019,332,159
Bike,Tork Motors,Kratos,2022,403,115
Car,Tata Motors,Nexon EV,2021,402,105
Bike,Oben Electric,Rorr,2020,153,99
Car,MG,ZS EV,2022,140,128
Scooter,Ather,450X,2019,286,101
Car,MG,ZS EV,2023,384,97
Bike,Tork Motors,Kratos,2019,95,85
Scooter,Ola Electric,S1 Pro,2022,142,118
Bike,Tork Motors,Kratos,2022,232,136
Bike,Tork Motors,Kratos,2020,490,133
Bike,PURE EV,eTryst 350,2023,99,65
Scooter,TVS,iQube,2019,408,143
Bike,Oben Electric,Rorr,2023,464,134
Scooter,Ola Electric,S1 Pro,2019,250,158
Scooter,Ola Electric,S1 Pro,2021,328,80
Scooter,Hero Electric,Optima,2022,247,158
Bike,Revolt Motors,RV400,2022,404,98
Car,Hyundai,Kona Electric,2023,269,90
Car,MG,ZS EV,2021,427,97
Scooter,TVS,iQube,2021,286,81
Car,MG,ZS EV,2019,478,152
Scooter,Ather,450X,2019,149,166
Scooter,Bajaj,Chetak,2019,212,166
Scooter,Bajaj,Chetak,2023,488,111
Car,Mahindra,eVerito,2022,165,86
Scooter,Ola Electric,S1 Pro,2020,497,86
Bike,Oben Electric,Rorr,2023,343,171
Car,BYD,Atto 3,2020,489,174
Car,Tata Motors,Nexon EV,2022,308,99
Car,MG,ZS EV,2019,302,71
Car,Tata Motors,Nexon EV,2023,453,95
Scooter,TVS,iQube,2021,353,162
Car,Hyundai,Kona Electric,2019,374,133
Car,MG,ZS EV,2021,104,144
Bike,Oben Electric,Rorr,2019,298,179
Scooter,Hero Electric,Optima,2020,205,173
Car,MG,ZS EV,2019,438,163
Scooter,Ather,450X,2019,187,68
Bike,Oben Electric,Rorr,2020,291,92
Car,Hyundai,Kona Electric,2023,167,164
Car,Tata Motors,Nexon EV,2019,124,120
Scooter,Bajaj,Chetak,2019,410,63
Bike,Oben Electric,Rorr,2020,111,114
Bike,PURE EV,eTryst 350,2023,190,142
Bike,Ultraviolette,F77,2019,306,111
Bike,Tork Motors,Kratos,2020,297,94
Bike,Tork Motors,Kratos,2021,230,161
Scooter,Ather,450X,2021,109,147
Car,BYD,Atto 3,2023,321,175
Bike,Oben Electric,Rorr,2021,197,117
Scooter,Ather,450X,2021,314,131
Car,Tata Motors,Nexon EV,2021,230,74
Scooter,TVS,iQube,2021,411,90
Bike,Ultraviolette,F77,2020,109,127
Car,Mahindra,eVerito,2022,231,101
Scooter,Ola Electric,S1 Pro,2019,359,112
Scooter,Ola Electric,S1 Pro,2020,107,117
Car,Tata Motors,Nexon EV,2022,172,178
Scooter,Hero Electric,Optima,2022,236,171
Scooter,Bajaj,Chetak,2019,296,153
Scooter,Bajaj,Chetak,2023,465,137
Bike,Ultraviolette,F77,2020,478,174
Bike,Revolt Motors,RV400,2021,87,99
Scooter,Hero Electric,Optima,2022,325,127
Scooter,Bajaj,Chetak,2023,287,175
Bike,Tork Motors,Kratos,2019,202,116
Bike,PURE EV,eTryst 350,2021,392,100
Car,BYD,Atto 3,2019,238,118
Scooter,TVS,iQube,2021,111,163
Car,BYD,Atto 3,2022,366,90
Scooter,TVS,iQube,2020,143,127
Scooter,TVS,iQube,2019,409,129
Bike,Ultraviolette,F77,2020,115,121
Car,MG,ZS EV,2023,165,86
Car,MG,ZS EV,2019,152,121
Bike,Oben Electric,Rorr,2023,223,172
Car,Hyundai,Kona Electric,2021,147,151
Car,BYD,Atto 3,2020,167,94
Scooter,Bajaj,Chetak,2020,429,153
Car,Hyundai,Kona Electric,2022,217,143
Bike,Tork Motors,Kratos,2019,119,159
Scooter,Ola Electric,S1 Pro,2022,230,179
Scooter,Ather,450X,2020,230,67
Bike,Tork Motors,Kratos,2020,495,141
Scooter,Hero Electric,Optima,2019,217,90
Bike,Tork Motors,Kratos,2020,297,141
Bike,Revolt Motors,RV400,2022,495,68
Bike,Oben Electric,Rorr,2020,232,176
Bike,Tork Motors,Kratos,2021,114,166
Scooter,Ather,450X,2019,120,106
Car,Hyundai,Kona Electric,2020,423,100
Bike,Revolt Motors,RV400,2023,174,89
Car,BYD,Atto 3,2022,260,119
Bike,Oben Electric,Rorr,2022,101,164
Scooter,TVS,iQube,2020,234,110
Car,MG,ZS EV,2019,310,75
Bike,Ultraviolette,F77,2022,163,100
Scooter,Bajaj,Chetak,2022,424,176
Bike,PURE EV,eTryst 350,2019,85,136
Bike,PURE EV,eTryst 350,2020,377,157
Scooter,Bajaj,Chetak,2020,499,63
Car,Tata Motors,Nexon EV,2019,379,81
Car,Mahindra,eVerito,2021,118,99
Scooter,Bajaj,Chetak,2021,80,157
Scooter,Ather,450X,2020,333,66
Scooter,Hero Electric,Optima,2023,292,146
Car,MG,ZS EV,2022,143,176
Bike,Oben Electric,Rorr,2020,491,170
Scooter,Ola Electric,S1 Pro,2023,408,71
Scooter,Ather,450X,2022,481,120
Car,BYD,Atto 3,2022,346,70
Car,Hyundai,Kona Electric,2022,392,149
Scooter,Bajaj,Chetak,2019,265,83
Car,MG,ZS EV,2023,95,171
Bike,Ultraviolette,F77,2023,161,120
Car,BYD,Atto 3,2020,243,162
Scooter,Hero Electric,Optima,2019,285,90
Car,MG,ZS EV,2022,143,104
Car,Mahindra,eVerito,2021,100,78
Bike,Ultraviolette,F77,2023,331,138
Scooter,Bajaj,Chetak,2021,394,77
Car,Tata Motors,Nexon EV,2021,410,67
Bike,Revolt Motors,RV400,2020,437,83
Bike,PURE EV,eTryst 350,2019,373,136
Car,Hyundai,Kona Electric,2023,171,91
Scooter,Ola Electric,S1 Pro,2022,90,97
Bike,Tork Motors,Kratos,2020,458,110
Scooter,Bajaj,Chetak,2021,381,68
Bike,Tork Motors,Kratos,2020,319,60
Bike,Tork Motors,Kratos,2020,120,155
Scooter,Hero Electric,Optima,2019,295,178
Bike,Ultraviolette,F77,2020,379,79
Scooter,Hero Electric,Optima,2022,315,86
Scooter,Bajaj,Chetak,2019,459,147
Car,Hyundai,Kona Electric,2020,202,121
Scooter,Bajaj,Chetak,2023,195,171
Scooter,Hero Electric,Optima,2023,455,169
Car,MG,ZS EV,2020,453,147
Car,BYD,Atto 3,2021,286,144
Bike,Oben Electric,Rorr,2021,253,125
Car,MG,ZS EV,2021,259,84
Bike,Oben Electric,Rorr,2019,470,102
Car,Tata Motors,Nexon EV,2019,342,171
Scooter,Hero Electric,Optima,2021,256,91
Scooter,Ola Electric,S1 Pro,2019,267,97
Scooter,Bajaj,Chetak,2021,433,151
Bike,Revolt Motors,RV400,2019,346,88
Scooter,Ola Electric,S1 Pro,2023,176,100
Car,Tata Motors,Nexon EV,2020,186,86
Bike,Revolt Motors,RV400,2020,121,105
Scooter,Ola Electric,S1 Pro,2020,216,149
Car,Mahindra,eVerito,2020,409,144
Scooter,Hero Electric,Optima,2022,386,85
Bike,Oben Electric,Rorr,2019,224,163
Scooter,Ola Electric,S1 Pro,2019,356,171
Bike,Ultraviolette,F77,2021,402,107
Scooter,Ather,450X,2023,357,85
Scooter,Bajaj,Chetak,2020,406,102
Bike,Tork Motors,Kratos,2020,318,121
Bike,PURE EV,eTryst 350,2022,452,157
Scooter,Ola Electric,S1 Pro,2022,386,111
Car,Tata Motors,Nexon EV,2019,412,69
Bike,Tork Motors,Kratos,2020,408,100
Car,Mahindra,eVerito,2023,99,69
Bike,PURE EV,eTryst 350,2021,254,125
Car,MG,ZS EV,2022,368,163
Scooter,Bajaj,Chetak,2023,202,89
Scooter,Ather,450X,2020,451,75
Car,MG,ZS EV,2020,88,157
Car,Tata Motors,Nexon EV,2019,477,93
Car,MG,ZS EV,2020,497,70
Scooter,Bajaj,Chetak,2022,455,127
Scooter,Ola Electric,S1 Pro,2023,115,86
Car,Mahindra,eVerito,2020,223,69
Bike,Revolt Motors,RV400,2023,443,78
Scooter,Bajaj,Chetak,2019,293,69
Scooter,Bajaj,Chetak,2023,356,145
Car,Tata Motors,Nexon EV,2022,424,143
Car,MG,ZS EV,2021,246,82
Bike,PURE EV,eTryst 350,2022,82,140
Car,Hyundai,Kona Electric,2020,472,139
Scooter,Ola Electric,S1 Pro,2021,377,139
Car,BYD,Atto 3,2021,258,164
Scooter,Bajaj,Chetak,2022,339,69
Bike,Ultraviolette,F77,2020,456,111
Bike,Tork Motors,Kratos,2022,187,116
Car,Mahindra,eVerito,2020,161,74
Bike,Oben Electric,Rorr,2023,148,103
Car,MG,ZS EV,2019,382,150
Bike,PURE EV,eTryst 350,2022,365,67
Scooter,Ola Electric,S1 Pro,2022,285,114
Bike,PURE EV,eTryst 350,2020,259,167
Bike,PURE EV,eTryst 350,2023,97,149
Car,MG,ZS EV,2022,460,100
Car,MG,ZS EV,2021,154,175
Bike,Ultraviolette,F77,2022,490,136
Car,Tata Motors,Nexon EV,2021,320,111
Scooter,TVS,iQube,2020,493,64
Bike,Tork Motors,Kratos,2022,106,104
Car,MG,ZS EV,2022,443,71
Scooter,Ather,450X,2021,366,76
Scooter,Ather,450X,2020,268,125
Scooter,Ather,450X,2019,355,121
Car,MG,ZS EV,2020,85,100
Bike,Revolt Motors,RV400,2020,363,153
Scooter,Ola Electric,S1 Pro,2023,179,115
Bike,Revolt Motors,RV400,2020,345,151
Bike,PURE EV,eTryst 350,2022,180,162
Scooter,TVS,iQube,2021,128,70
Car,Tata Motors,Nexon EV,2019,429,151
Car,Tata Motors,Nexon EV,2021,84,120
Bike,Tork Motors,Kratos,2022,402,76
Scooter,Ola Electric,S1 Pro,2022,233,158
Car,Tata Motors,Nexon EV,2021,193,126
Car,Mahindra,eVerito,2022,81,149
Car,Hyundai,Kona Electric,2023,395,127
Scooter,Ola Electric,S1 Pro,2020,446,141
Car,BYD,Atto 3,2021,371,175
Car,BYD,Atto 3,2019,168,115
Bike,Oben Electric,Rorr,2021,469,69
Scooter,TVS,iQube,2019,387,105
Car,Tata Motors,Nexon EV,2019,465,156
Bike,PURE EV,eTryst 350,2019,233,146
Car,BYD,Atto 3,2022,132,119
Bike,Oben Electric,Rorr,2020,490,96
Scooter,Ola Electric,S1 Pro,2020,301,164
Car,Tata Motors,Nexon EV,2019,470,68
Scooter,Ola Electric,S1 Pro,2020,440,71
Car,MG,ZS EV,2019,395,85
Bike,Revolt Motors,RV400,2023,109,179
Scooter,TVS,iQube,2020,439,64
Scooter,Ather,450X,2023,130,95
Car,Hyundai,Kona Electric,2023,462,137
Scooter,Hero Electric,Optima,2019,399,63
Car,MG,ZS EV,2019,100,73
Car,Mahindra,eVerito,2020,91,136
Car,BYD,Atto 3,2020,175,60
Scooter,Ather,450X,2022,481,142
Scooter,Ola Electric,S1 Pro,2021,485,117
Scooter,Bajaj,Chetak,2021,84,106
Bike,Revolt Motors,RV400,2021,175,142
Car,BYD,Atto 3,2021,93,105
Scooter,TVS,iQube,2019,482,161
Car,Hyundai,Kona Electric,2023,80,83
Scooter,Ola Electric,S1 Pro,2019,295,119
Scooter,TVS,iQube,2021,187,120
Car,Hyundai,Kona Electric,2020,306,110
Bike,PURE EV,eTryst 350,2020,220,180
Bike,Ultraviolette,F77,2023,98,67
Scooter,Ather,450X,2021,421,128
Car,MG,ZS EV,2023,461,115
Car,Tata Motors,Nexon EV,2020,364,129
Scooter,Ather,450X,2019,287,67
Car,MG,ZS EV,2022,93,106
Scooter,Ola Electric,S1 Pro,2020,418,133
Scooter,Ather,450X,2023,466,104
Scooter,TVS,iQube,2020,175,180
Scooter,Hero Electric,Optima,2020,392,98
Car,Mahindra,eVerito,2021,422,148
Car,Hyundai,Kona Electric,2022,242,150
Bike,PURE EV,eTryst 350,2020,158,166
Scooter,TVS,iQube,2019,397,157
Car,BYD,Atto 3,2019,365,148
Bike,PURE EV,eTryst 350,2023,479,166
Car,BYD,Atto 3,2023,247,74
Scooter,Ola Electric,S1 Pro,2020,138,136
Scooter,Ather,450X,2021,338,137
Bike,Ultraviolette,F77,2023,346,97
Scooter,Hero Electric,Optima,2021,332,92
Bike,Revolt Motors,RV400,2022,147,82
Bike,Ultraviolette,F77,2021,409,77
Car,Mahindra,eVerito,2020,445,96
Scooter,Ola Electric,S1 Pro,2023,372,88
Scooter,TVS,iQube,2020,168,109
Scooter,Ather,450X,2022,273,66
Scooter,Bajaj,Chetak,2021,232,131
Scooter,Ola Electric,S1 Pro,2021,135,100
Bike,PURE EV,eTryst 350,2019,82,168
Car,Tata Motors,Nexon EV,2021,309,153
Scooter,TVS,iQube,2021,449,96
Scooter,Bajaj,Chetak,2023,337,102
Scooter,Ola Electric,S1 Pro,2020,84,78
Car,Hyundai,Kona Electric,2022,325,103
Bike,Ultraviolette,F77,2023,428,169
Scooter,Ather,450X,2022,253,158
Bike,Ultraviolette,F77,2022,486,152
Scooter,Ather,450X,2023,394,132
Car,Hyundai,Kona Electric,2019,408,156
Car,BYD,Atto 3,2022,287,138
Car,MG,ZS EV,2020,360,145
Car,BYD,Atto 3,2019,246,156
Car,Mahindra,eVerito,2021,321,168
Scooter,Hero Electric,Optima,2021,132,65
Bike,Oben Electric,Rorr,2019,296,140
Car,Tata Motors,Nexon EV,2023,255,133
Bike,Revolt Motors,RV400,2023,260,151
Car,MG,ZS EV,2022,180,142
Bike,Ultraviolette,F77,2021,256,95
Car,Hyundai,Kona Electric,2021,163,107
Car,Hyundai,Kona Electric,2019,296,122
Car,Hyundai,Kona Electric,2023,173,176
Car,Tata Motors,Nexon EV,2022,419,66
Bike,Tork Motors,Kratos,2020,493,178
Bike,Tork Motors,Kratos,2019,108,127
Scooter,TVS,iQube,2023,136,67
Car,BYD,Atto 3,2021,152,64
Car,Tata Motors,Nexon EV,2021,474,95
Scooter,Ather,450X,2019,420,136
Scooter,TVS,iQube,2022,234,94
Bike,Revolt Motors,RV400,2020,471,151
Scooter,Hero Electric,Optima,2021,383,129
Bike,Revolt Motors,RV400,2020,454,163
Bike,Revolt Motors,RV400,2019,336,134
Bike,Oben Electric,Rorr,2023,408,171
Bike,Revolt Motors,RV400,2020,247,95
Car,Tata Motors,Nexon EV,2022,232,119
Bike,Tork Motors,Kratos,2021,218,64
Scooter,Ather,450X,2021,197,130
Bike,Tork Motors,Kratos,2020,255,66
Bike,Ultraviolette,F77,2023,244,154
Scooter,Hero Electric,Optima,2023,150,66
Scooter,Ola Electric,S1 Pro,2019,203,169
Car,Hyundai,Kona Electric,2021,500,74
Bike,Tork Motors,Kratos,2022,111,157
Car,BYD,Atto 3,2019,236,144
Car,BYD,Atto 3,2023,162,115
Scooter,Hero Electric,Optima,2022,268,94
Bike,Oben Electric,Rorr,2021,251,163
Scooter,Hero Electric,Optima,2019,229,141
Bike,Tork Motors,Kratos,2022,298,167
Scooter,Ather,450X,2022,349,90
Bike,Tork Motors,Kratos,2020,456,62
Car,BYD,Atto 3,2023,498,155
Bike,Tork Motors,Kratos,2023,137,84
Bike,Oben Electric,Rorr,2022,368,113
Bike,PURE EV,eTryst 350,2023,176,173
Car,Mahindra,eVerito,2022,493,109
Bike,Revolt Motors,RV400,2019,499,168
Bike,Tork Motors,Kratos,2022,428,142
Bike,Revolt Motors,RV400,2019,224,131
Bike,Ultraviolette,F77,2022,254,154
Bike,Ultraviolette,F77,2022,78,125
Car,BYD,Atto 3,2019,79,173
Scooter,Ola Electric,S1 Pro,2022,241,128
Bike,PURE EV,eTryst 350,2020,200,89
Bike,Revolt Motors,RV400,2019,142,86
Car,Hyundai,Kona Electric,2019,382,173
Car,Hyundai,Kona Electric,2022,195,85
Bike,PURE EV,eTryst 350,2021,350,92
Scooter,TVS,iQube,2022,291,109
Car,Hyundai,Kona Electric,2021,461,66
Car,Tata Motors,Nexon EV,2019,149,153
Bike,Oben Electric,Rorr,2023,317,69
Scooter,Ather,450X,2020,317,165
Bike,Revolt Motors,RV400,2020,129,141
Bike,Oben Electric,Rorr,2019,103,64
Car,MG,ZS EV,2023,299,158
Bike,Oben Electric,Rorr,2023,440,171
Scooter,Ola Electric,S1 Pro,2022,308,141
Scooter,Bajaj,Chetak,2023,375,78
Bike,Oben Electric,Rorr,2019,92,126
Bike,Tork Motors,Kratos,2023,92,104
Car,Hyundai,Kona Electric,2023,477,88
Car,BYD,Atto 3,2023,386,98
Scooter,Ola Electric,S1 Pro,2021,457,165
Scooter,TVS,iQube,2019,445,92
Bike,Oben Electric,Rorr,2023,235,60
Bike,PURE EV,eTryst 350,2022,133,107
Scooter,Bajaj,Chetak,2021,437,114
Bike,Oben Electric,Rorr,2021,206,106
Bike,Oben Electric,Rorr,2019,466,174
Bike,Ultraviolette,F77,2019,410,125
Bike,Ultraviolette,F77,2020,212,117
Car,BYD,Atto 3,2023,497,141
Scooter,Bajaj,Chetak,2020,484,129
Bike,Oben Electric,Rorr,2020,296,151
Bike,Tork Motors,Kratos,2019,457,77
Scooter,TVS,iQube,2020,259,64
Scooter,Hero Electric,Optima,2021,369,175
Car,MG,ZS EV,2019,465,166
Scooter,Hero Electric,Optima,2022,214,167
Scooter,Ather,450X,2022,440,114
Scooter,TVS,iQube,2020,93,177
Bike,Revolt Motors,RV400,2021,302,133
Car,Tata Motors,Nexon EV,2020,417,72
Car,MG,ZS EV,2019,396,113
Scooter,Ola Electric,S1 Pro,2021,195,133
Bike,Ultraviolette,F77,2019,170,63
Bike,Oben Electric,Rorr,2019,168,170
Scooter,Bajaj,Chetak,2019,235,138
Car,MG,ZS EV,2021,344,156
Scooter,Ola Electric,S1 Pro,2021,355,162
Car,BYD,Atto 3,2023,283,126
Bike,Tork Motors,Kratos,2022,124,69
Scooter,Ather,450X,2021,239,100
Scooter,Ola Electric,S1 Pro,2023,112,63
Car,BYD,Atto 3,2021,426,165
Scooter,Bajaj,Chetak,2023,98,106
Car,BYD,Atto 3,2019,470,102
Scooter,Ather,450X,2023,376,128
Scooter,TVS,iQube,2022,261,165
Scooter,TVS,iQube,2021,458,75
Scooter,Hero Electric,Optima,2021,96,118
Bike,Oben Electric,Rorr,2021,369,94
Bike,Tork Motors,Kratos,2021,305,93
Bike,Tork Motors,Kratos,2021,223,176
Scooter,Bajaj,Chetak,2022,159,90
Scooter,Bajaj,Chetak,2019,191,157
Bike,Ultraviolette,F77,2023,236,66
Car,Tata Motors,Nexon EV,2021,128,116
Bike,Tork Motors,Kratos,2023,441,158
Bike,Revolt Motors,RV400,2023,105,70
Car,Tata Motors,Nexon EV,2020,346,171
Scooter,Hero Electric,Optima,2021,218,151
Scooter,Ather,450X,2021,217,118
Bike,PURE EV,eTryst 350,2022,348,98
Car,Tata Motors,Nexon EV,2020,340,152
Scooter,Ola Electric,S1 Pro,2021,128,132
Car,Tata Motors,Nexon EV,2021,160,83
Bike,PURE EV,eTryst 350,2020,366,101
Scooter,Hero Electric,Optima,2023,328,89
Scooter,Ather,450X,2020,477,91
Scooter,Hero Electric,Optima,2022,444,102
Bike,Ultraviolette,F77,2023,225,119
Bike,Revolt Motors,RV400,2022,399,150
Scooter,TVS,iQube,2019,320,93
Bike,Tork Motors,Kratos,2019,124,117
Bike,Ultraviolette,F77,2022,97,81
Bike,Tork Motors,Kratos,2021,474,124
Car,MG,ZS EV,2023,308,74
Car,Hyundai,Kona Electric,2021,109,87
Bike,Tork Motors,Kratos,2019,124,165
Bike,PURE EV,eTryst 350,2020,426,165
Car,Hyundai,Kona Electric,2023,407,150
Car,Mahindra,eVerito,2019,124,137
Scooter,Bajaj,Chetak,2022,410,116
Bike,Ultraviolette,F77,2022,185,91
Scooter,Ather,450X,2021,479,156
Bike,Oben Electric,Rorr,2019,407,158
Bike,Oben Electric,Rorr,2020,160,85
Bike,Tork Motors,Kratos,2020,286,73
Scooter,Ather,450X,2019,408,113
Bike,Tork Motors,Kratos,2023,165,161
Bike,Ultraviolette,F77,2021,91,62
Scooter,Ather,450X,2023,420,140
Scooter,Ather,450X,2022,459,68
Scooter,Ather,450X,2021,363,62
Car,Mahindra,eVerito,2023,314,106
Bike,Revolt Motors,RV400,2021,115,161
Scooter,TVS,iQube,2020,124,164
Bike,Tork Motors,Kratos,2020,229,137
Scooter,TVS,iQube,2019,336,156
Bike,Revolt Motors,RV400,2019,82,80
Bike,Oben Electric,Rorr,2022,290,107
Bike,PURE EV,eTryst 350,2019,215,92
Bike,Ultraviolette,F77,2021,496,88
Bike,Oben Electric,Rorr,2020,126,165
Scooter,Bajaj,Chetak,2022,457,172
Bike,PURE EV,eTryst 350,2020,294,120
Bike,Oben Electric,Rorr,2019,325,134
Bike,PURE EV,eTryst 350,2020,279,180
Scooter,Ather,450X,2019,237,164
Car,MG,ZS EV,2020,214,83
Scooter,Bajaj,Chetak,2022,347,120
Bike,PURE EV,eTryst 350,2022,491,147
Car,Mahindra,eVerito,2020,297,122
Bike,Revolt Motors,RV400,2021,430,117
Car,Mahindra,eVerito,2023,115,113
Scooter,TVS,iQube,2022,281,120
Scooter,TVS,iQube,2021,331,155
Bike,Tork Motors,Kratos,2023,392,116
Bike,PURE EV,eTryst 350,2020,300,171
Bike,Ultraviolette,F77,2019,279,78
Scooter,TVS,iQube,2023,278,83
Car,Tata Motors,Nexon EV,2019,381,68
Bike,Revolt Motors,RV400,2023,395,172
Car,BYD,Atto 3,2023,412,133
Car,BYD,Atto 3,2023,86,99
Car,BYD,Atto 3,2022,296,69
Car,Tata Motors,Nexon EV,2022,379,77
Car,MG,ZS EV,2022,378,104
Car,Hyundai,Kona Electric,2023,362,160
Scooter,TVS,iQube,2020,419,148
Bike,Ultraviolette,F77,2019,294,81
Bike,PURE EV,eTryst 350,2021,480,82
Car,Hyundai,Kona Electric,2023,349,66
Car,Hyundai,Kona Electric,2021,163,127
Scooter,Hero Electric,Optima,2023,478,151
Scooter,Ola Electric,S1 Pro,2019,312,91
Car,MG,ZS EV,2023,143,113
Scooter,Ather,450X,2019,438,81
Car,MG,ZS EV,2023,498,146
Bike,Oben Electric,Rorr,2022,182,70
Scooter,TVS,iQube,2022,215,178
Bike,Ultraviolette,F77,2023,183,134
Car,Hyundai,Kona Electric,2020,343,118
Bike,Oben Electric,Rorr,2021,449,128
Car,Mahindra,eVerito,2019,216,125
Car,BYD,Atto 3,2021,267,172
Bike,Revolt Motors,RV400,2022,214,68
Scooter,TVS,iQube,2021,359,127
Car,MG,ZS EV,2021,409,137
Bike,Revolt Motors,RV400,2019,487,84
Car,BYD,Atto 3,2021,369,136
Bike,Ultraviolette,F77,2019,296,180
